riskscore,pred_agelastarrest,pred_shootingvic_num,pred_assaultvic_num,pred_violetoffense_num,pred_crimacttrend_num,pred_uuwarrests_num,sex,race,weaponarrest_yn,drugarrest_yn,agegrp,ageto,stoporderno,paroleestatus_yn,lastarrest_date,distlastarrest,majoritydist,dlst,distlastresidence,weaponsarrest_num,lastweaparrest_date,narcoticssarrest_num,lastnarcarrest_date,cityresidence_idoc,stateresidence_idoc,zipresidence_idoc,idoccpddist,arrestbycpd_yn,domassaultarrest_num,lastdomassaultarrest_date,currentage,lastpartytoviolence_date,trapstatus,statusi,trapflags,cvrm_flags,latitude,longitude,censustract,commarea,location,dayslastarrest_num_et,notincookcounty_et,livewherearrested_et,shootingvictim_et,assaultvictim_et,predsumwotrend_et,lastarrestpolarea_id_et,agecatchange_et,urban_yn,random,insample
VERY LOW,30 to 39,0,0,0,.1,0,F,WWH,0,0,30 to 39,30 to 39,,,11/19/16,31,,,11,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1272,,0,0,0,0,,0,Chicago City,.0017872795,1
VERY LOW,30 to 39,0,0,0,-.60000002,0,M,BLK,0,0,30 to 39,30 to 39,,,3/31/15,8,7,,7,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1871,,0,0,0,0,1,1,Chicago City,.0017890632,1
LOW,less than 20,0,0,0,-.40000001,0,M,BLK,0,0,less than 20,less than 20,,,5/12/16,31,,,31,,,,,,,,,0,,,less than 20,,,Y,,,,,,,,1463,,1,0,0,0,,1,Rural/County,.0017926279,1
LOW,20 to 29,0,0,0,.1,0,M,WWH,0,0,20 to 29,20 to 29,,,5/3/18,31,12,,25,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,742,,0,0,0,0,,0,Chicago City,.001793524,1
VERY LOW,40 to 49,0,0,0,-1.4,0,F,BLK,0,1,40 to 49,40 to 49,,,6/28/16,31,,,31,,,4,6/28/16 21:13,,,,,0,1,4/22/18 18:51,40 to 49,,,Y,,,,,,,,1416,1,1,0,0,0,,1,Rural/County,.0017970162,1
VERY LOW,20 to 29,0,0,0,.30000001,0,M,BLK,0,1,20 to 29,20 to 29,,,9/1/17,31,8,,31,,,3,9/1/17 11:32,MARKHAM        ,IL,60428,,0,,,30 to 39,,,Y,,,,,,,,986,,1,0,0,0,,0,Rural/County,.0017994685,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,0,30 to 39,30 to 39,,,6/20/15,9,9,IL,9,,,,,,,,,1,2,6/20/15 20:36,30 to 39,,,Y,,,,,,,,1790,,1,0,0,0,1,1,Chicago City,.0018001948,1
VERY LOW,30 to 39,0,0,1,-3.8,1,F,WWH,0,1,30 to 39,30 to 39,,,7/5/17,31,8,IL,31,,,4,1/20/16 12:05,,,,,0,,,30 to 39,,,Y,,,,,,,,1044,1,1,0,0,2,,1,Rural/County,.0018060841,1
VERY LOW,40 to 49,0,0,0,-.2,0,F,BLK,0,1,40 to 49,40 to 49,,1,3/9/17,11,11,,11,,,4,3/9/17 22:34,CHICAGO,IL,60624,,1,,,50 to 59,,,Y,,,,,,,,1162,,1,0,0,0,3,0,Chicago City,.0018085532,1
VERY LOW,40 to 49,0,0,0,.1,0,M,WHI,0,0,40 to 49,40 to 49,,,6/23/17,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1056,,1,0,0,0,,1,Rural/County,.001812026,1
VERY LOW,50 to 59,0,0,0,.30000001,0,F,WHI,0,0,50 to 59,50 to 59,,,8/24/17,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,994,,1,0,0,0,,1,Rural/County,.001818331,1
LOW,20 to 29,0,0,0,-.2,0,M,BLK,0,1,20 to 29,20 to 29,,,12/23/18,25,11,,24,,,3,1/14/15 13:36,CHICAGO,IL,60608,,1,,,20 to 29,,,Y,,,,,,,,508,,0,0,0,0,3,1,Chicago City,.0018183703,1
VERY LOW,20 to 29,0,0,0,-.30000001,0,M,WWH,0,0,20 to 29,20 to 29,,,8/31/14,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,2083,,1,0,0,0,,0,Rural/County,.001822002,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,BLK,0,0,30 to 39,30 to 39,,,7/26/15,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1754,,1,0,0,0,,1,Rural/County,.0018247014,1
VERY LOW,50 to 59,0,0,0,.30000001,0,M,BLK,0,0,50 to 59,50 to 59,,,8/19/17,25,25,,15,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,999,,0,0,0,0,3,1,Chicago City,.0018259905,1
LOW,less than 20,0,0,0,-.40000001,0,M,WWH,0,1,less than 20,less than 20,,,9/16/15,16,16,,25,,,1,9/16/15 15:06,,,,,1,,,20 to 29,,,Y,,,,,,,,1702,,0,0,0,0,3,0,Chicago City,.0018267743,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,F,BLK,0,0,40 to 49,40 to 49,,,6/16/15,1,3,IL,3,,,,,CHICAGO,IL,60649,,1,,,50 to 59,,,Y,,,,,,,,1794,,0,0,0,0,1,0,Chicago City,.0018283956,1
VERY LOW,50 to 59,0,0,0,-.30000001,0,F,WWH,0,0,50 to 59,50 to 59,,,6/3/15,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,1807,,1,0,0,0,,1,Rural/County,.0018297363,1
VERY LOW,20 to 29,0,0,0,-.30000001,0,M,WWH,0,0,20 to 29,20 to 29,,,9/17/14,17,17,,17,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,2066,,1,0,0,0,3,0,Chicago City,.0018312481,1
VERY LOW,30 to 39,0,0,0,-.40000001,0,F,BLK,0,0,30 to 39,30 to 39,,,8/10/15,3,3,,3,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1739,,1,0,0,0,1,1,Chicago City,.0018346646,1
LOW,20 to 29,0,0,1,-.2,1,M,WHI,0,0,20 to 29,20 to 29,,,9/25/18,8,8,,8,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,597,,1,0,0,2,1,1,Chicago City,.0018356282,1
MODERATE,less than 20,1,0,0,-2.5999999,0,M,BLK,0,1,less than 20,less than 20,,,7/12/16,5,5,,5,,,1,2/26/13 13:30,,,,,1,,,20 to 29,7/10/16 22:37,,Y,,,,,,,,1402,,1,1,0,1,2,0,Chicago City,.0018357529,1
LOW,20 to 29,0,0,0,.1,0,M,WWH,0,0,20 to 29,20 to 29,,,2/4/17,19,19,,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1195,,0,0,0,0,3,1,Rural/County,.0018364617,1
HIGH,20 to 29,0,2,1,1,1,M,WWH,1,1,20 to 29,20 to 29,,,5/29/18,9,9,,9,1,10/15/16 3:26,3,3/6/18 23:53,,,,,1,,,20 to 29,,,Y,,,,,,,,716,,1,0,1,4,1,1,Chicago City,.0018374012,1
VERY LOW,60 or older,0,0,0,.1,0,F,WWH,0,0,60 or older,60 or older,,,5/11/17,31,,,31,,,,,,,,,0,,,60 or older,,,Y,,,,,,,,1099,1,1,0,0,0,,1,Rural/County,.0018378155,1
LOW,20 to 29,0,0,0,-.2,0,M,WWH,0,0,20 to 29,20 to 29,,,3/10/17,31,,IL,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1161,,1,0,0,0,,1,Rural/County,.0018387104,1
VERY LOW,30 to 39,0,0,0,-.40000001,0,F,WWH,0,0,30 to 39,30 to 39,,,2/9/16,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1556,,1,0,0,0,,1,Rural/County,.0018395176,1
LOW,20 to 29,1,1,0,-.60000002,0,M,BLK,0,0,20 to 29,20 to 29,,,1/3/15,6,6,,6,,,,,MARKHAM        ,IL,60428,,1,,,30 to 39,11/29/16 1:40,3,Y,,,,,,,,1958,,1,1,1,2,2,0,Chicago City,.0018432393,1
LOW,20 to 29,0,0,0,-.1,0,F,BLK,0,0,20 to 29,20 to 29,,,6/1/16,5,5,,10,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1443,,0,0,0,0,2,1,Chicago City,.0018573401,1
LOW,50 to 59,0,2,1,.30000001,1,M,BLK,0,1,50 to 59,50 to 59,,,1/20/18,2,2,IL,3,,,1,1/20/18 8:51,,,,,1,1,2/22/09 19:52,50 to 59,,,Y,,,,,,,,845,,0,0,1,4,1,1,Chicago City,.001861468,1
VERY LOW,60 or older,0,0,0,.1,0,M,BLK,0,0,60 or older,60 or older,,,9/16/16,22,,,22,,,,,,,,,0,,,60 or older,,,Y,,,,,,,,1336,,1,0,0,0,2,1,Chicago City,.0018669539,1
LOW,20 to 29,0,0,1,.5,0,M,BLK,0,0,20 to 29,20 to 29,,,7/22/18,10,10,,10,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,662,,1,0,0,1,1,1,Chicago City,.0018673372,1
VERY LOW,20 to 29,0,0,0,.30000001,0,M,I,0,1,20 to 29,20 to 29,,,7/17/17,25,25,,16,,,1,7/24/10 19:07,,,,,1,,,30 to 39,,,Y,,,,,,,,1032,,0,0,0,0,3,0,Chicago City,.001868204,1
VERY LOW,50 to 59,0,0,0,-.30000001,0,M,BLK,0,0,50 to 59,50 to 59,,,7/29/14,2,2,IL,2,,,,,CHICAGO,IL,60653,2,1,,,50 to 59,,,Y,,,,,,,,2116,,1,0,0,0,1,1,Chicago City,.0018714338,1
LOW,20 to 29,0,0,0,.1,0,M,WWH,0,0,20 to 29,20 to 29,,,5/1/17,16,,,25,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1109,,0,0,0,0,3,1,Chicago City,.0018723219,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,WWH,0,0,30 to 39,30 to 39,,1,8/23/14,19,19,IL,25,,,,,BROADVIEW,IL,60155,,1,,,40 to 49,,,Y,,,,,,,,2091,,0,0,0,0,3,0,Chicago City,.0018751778,1
LOW,20 to 29,0,0,0,.1,0,M,WHI,0,0,20 to 29,20 to 29,,,4/5/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1135,1,1,0,0,0,,1,Rural/County,.001877464,1
VERY LOW,30 to 39,0,0,0,-.60000002,0,M,BLK,0,0,30 to 39,30 to 39,,,3/24/15,31,,,16,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1878,,0,0,0,0,,0,Chicago City,.0018843663,1
VERY LOW,20 to 29,0,0,0,.1,0,M,WHI,0,0,20 to 29,20 to 29,,,11/4/18,31,31,,16,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,557,,0,0,0,0,,0,Chicago City,.0018913404,1
LOW,20 to 29,0,0,0,.40000001,0,M,BLK,0,0,20 to 29,20 to 29,,,6/4/18,31,12,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,710,1,1,0,0,0,,1,Rural/County,.0018921661,1
LOW,50 to 59,0,0,0,-1,0,M,BLK,0,0,50 to 59,50 to 59,,,2/17/16,14,14,,31,,,,,MAYWOOD,IL,60153,,1,,,60 or older,,,Y,,,,,,,,1548,,0,0,0,0,3,0,Rural/County,.0018944276,1
LOW,20 to 29,0,1,1,-.1,0,M,WWH,0,0,20 to 29,20 to 29,,,5/11/16,8,8,,8,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1464,,1,0,1,2,1,1,Chicago City,.001897081,1
MODERATE,less than 20,1,0,1,-.69999999,0,M,WWH,0,1,less than 20,less than 20,,,7/9/16,25,25,,25,,,1,7/9/16 20:46,,,,,1,,,20 to 29,2/2/16 16:00,,Y,,,,,,,,1405,,1,1,0,2,3,0,Chicago City,.0019030796,1
LOW,20 to 29,0,0,0,.1,0,M,WWH,0,0,20 to 29,20 to 29,,,1/15/17,31,18,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1215,1,1,0,0,0,,1,Rural/County,.0019060621,1
VERY LOW,50 to 59,0,0,0,-.60000002,0,M,BLK,0,1,50 to 59,50 to 59,,,5/28/18,11,11,IL,11,,,8,5/28/18 18:35,CHICAGO,IL,60621,,1,,,50 to 59,,,Y,,,,,,,,717,,1,0,0,0,3,1,Chicago City,.0019137606,1
VERY LOW,40 to 49,0,0,1,.30000001,0,M,BLK,0,1,40 to 49,40 to 49,,1,8/6/18,3,3,,7,,,1,8/6/18 10:10,CHICAGO,IL,60628,,1,,,40 to 49,,,Y,,,,,,,,647,,0,0,0,1,1,1,Chicago City,.0019187963,1
LOW,less than 20,0,0,1,-.30000001,0,M,WWH,0,0,less than 20,less than 20,,,11/24/14,17,17,,17,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1998,,1,0,0,1,3,0,Chicago City,.0019238041,1
LOW,20 to 29,0,0,0,.30000001,0,M,API,0,0,20 to 29,20 to 29,,,9/14/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,973,,1,0,0,0,,1,Rural/County,.0019310347,1
VERY LOW,30 to 39,0,1,2,-1,1,M,BLK,0,0,30 to 39,30 to 39,,,7/11/18,1,1,IL,1,,,,,CHICAGO,IL,,,1,,,30 to 39,,,Y,,,,,,,,673,,1,0,1,4,1,1,Chicago City,.0019316719,1
VERY LOW,40 to 49,0,0,1,.1,0,M,WHI,0,0,40 to 49,40 to 49,,,11/30/16,8,8,,31,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,1261,,0,0,0,1,1,0,Rural/County,.0019328471,1
LOW,20 to 29,0,0,0,-.1,0,F,WHI,0,0,20 to 29,20 to 29,,,2/28/16,31,18,,31,,,,,,,,,0,1,3/30/12 1:26,20 to 29,,,Y,,,,,,,,1537,,1,0,0,0,,1,Rural/County,.0019352086,1
LOW,30 to 39,0,0,0,.5,0,M,WHI,0,1,30 to 39,30 to 39,,,9/30/18,31,8,IL,24,,,2,7/8/13 20:49,,,,,0,4,3/1/12 9:10,30 to 39,,,Y,,,,,,,,592,,0,0,0,0,,1,Chicago City,.0019361981,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,WWH,0,0,40 to 49,40 to 49,,,5/3/16,31,9,,9,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1472,,0,0,0,0,,1,Chicago City,.0019380749,1
VERY LOW,30 to 39,0,0,0,0,0,M,WWH,0,1,30 to 39,30 to 39,,,10/6/17,31,,,31,,,1,10/6/17 3:37,,,,,0,,,30 to 39,,,Y,,,,,,,,951,,1,0,0,0,,1,Rural/County,.0019426523,1
LOW,20 to 29,0,0,0,.1,0,M,WHI,0,0,20 to 29,20 to 29,,,8/23/16,16,16,,16,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1360,,1,0,0,0,3,1,Chicago City,.0019437227,1
VERY LOW,40 to 49,0,0,0,.30000001,0,M,WHI,0,1,40 to 49,40 to 49,,,12/14/17,15,11,,15,,,2,11/4/15 12:08,,,,,1,,,40 to 49,,,Y,,,,,,,,882,,1,0,0,0,3,1,Chicago City,.0019465361,1
VERY LOW,40 to 49,0,0,0,.60000002,0,M,BLK,0,0,40 to 49,40 to 49,,,1/6/19,8,8,,2,,,,,,,,,1,2,1/6/19 1:47,40 to 49,11/9/12 12:30,,Y,,,,,,,,494,,0,0,0,0,1,1,Chicago City,.001953962,1
LOW,20 to 29,0,0,0,-.2,0,M,WWH,0,0,20 to 29,20 to 29,,,2/9/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1556,1,1,0,0,0,,1,Rural/County,.0019549127,1
LOW,20 to 29,0,0,0,-.30000001,0,F,BLK,0,1,20 to 29,20 to 29,,,8/26/18,3,9,,9,,,1,8/30/14 18:50,,,,,1,,,20 to 29,,,Y,,,,,,,,627,,0,0,0,0,1,1,Chicago City,.0019553092,1
VERY LOW,60 or older,0,0,0,-.30000001,0,M,WWH,0,0,60 or older,60 or older,,,11/19/14,31,,,31,,,,,,,,,0,,,60 or older,,,Y,,,,,,,,2003,1,1,0,0,0,,1,Rural/County,.0019557644,1
LOW,20 to 29,0,0,0,-.40000001,0,M,BLK,0,0,20 to 29,20 to 29,,,10/20/14,10,10,,31,,,,,,,,,1,1,7/19/15 14:10,20 to 29,,,Y,,,,,,,,2033,,0,0,0,0,1,1,Rural/County,.0019561464,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,BLK,0,0,40 to 49,40 to 49,,,2/18/14,31,31,,10,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,2277,,0,0,0,0,,1,Chicago City,.0019618273,1
VERY LOW,50 to 59,0,0,0,.1,0,M,BLK,0,1,50 to 59,50 to 59,,,6/2/17,22,22,,22,,,1,10/4/13 19:50,,,,,1,1,6/2/17 14:07,60 or older,,,Y,,,,,,,,1077,,1,0,0,0,2,0,Chicago City,.0019634923,1
LOW,20 to 29,0,0,1,.40000001,0,M,WWH,0,0,20 to 29,20 to 29,,,10/6/18,31,,,8,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,586,,0,0,0,1,,1,Chicago City,.0019637337,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,WWH,0,0,30 to 39,30 to 39,,,10/19/15,14,14,IL,25,,,,,CHICAGO,IL,60647,,1,,,40 to 49,,,Y,,,,,,,,1669,,0,0,0,0,3,0,Chicago City,.0019662525,1
VERY LOW,40 to 49,0,0,0,-.69999999,0,M,BLK,0,1,40 to 49,40 to 49,,,7/27/16,6,6,IL,6,,,4,1/9/16 10:45,CHICAGO,IL,60615,,1,5,5/2/15 20:20,40 to 49,,,Y,,,,,,,,1387,,1,0,0,0,2,1,Chicago City,.0019667509,1
LOW,20 to 29,0,0,0,-.1,0,F,WHI,0,0,20 to 29,20 to 29,,,4/5/16,31,,,16,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1500,,0,0,0,0,,1,Chicago City,.0019684054,1
VERY LOW,30 to 39,0,0,0,-.40000001,0,M,WWH,0,0,30 to 39,30 to 39,,,10/12/15,31,7,,7,,,,,,,,,0,1,3/9/12 16:43,30 to 39,,,Y,,,,,,,,1676,,0,0,0,0,,1,Chicago City,.0019700464,1
LOW,less than 20,0,0,0,.60000002,0,M,BLK,0,0,less than 20,less than 20,,,6/26/18,6,6,,8,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,688,,0,0,0,0,2,0,Chicago City,.0019704346,1
VERY LOW,50 to 59,0,0,0,-.1,0,M,API,0,1,50 to 59,50 to 59,,,12/20/15,15,,,31,,,1,12/20/15 17:08,,,,,0,,,60 or older,,,Y,,,,,,,,1607,,0,0,0,0,3,0,Rural/County,.0019710716,1
LOW,20 to 29,0,0,0,.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,12/31/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,865,,1,0,0,0,,1,Rural/County,.0019747494,1
LOW,20 to 29,0,0,1,-.60000002,0,M,WWH,0,0,20 to 29,20 to 29,,,5/28/17,31,8,,8,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1082,,0,0,0,1,,1,Chicago City,.0019750944,1
VERY LOW,40 to 49,0,0,0,-.2,0,F,WHI,0,1,40 to 49,40 to 49,,,10/22/15,31,,,31,,,2,1/11/16 9:00,,,,,0,,,50 to 59,,,Y,,,,,,,,1666,,1,0,0,0,,0,Rural/County,.0019786898,1
VERY LOW,30 to 39,0,0,0,0,0,M,BLK,0,1,30 to 39,30 to 39,,,6/12/18,31,5,IL,31,,,2,2/10/15 18:55,,,,,0,,,30 to 39,,,Y,,,,,,,,702,1,1,0,0,0,,1,Rural/County,.001987159,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,WWH,0,0,40 to 49,40 to 49,,,6/12/16,8,,,8,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,1432,,1,0,0,0,1,0,Chicago City,.0019907283,1
VERY LOW,20 to 29,0,0,0,-.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,5/5/15,5,5,IL,4,,,,,,,,,1,1,5/5/15 21:50,30 to 39,,,Y,,,,,,,,1836,,0,0,0,0,2,0,Chicago City,.0019972222,1
VERY LOW,30 to 39,0,0,0,.1,0,M,BLK,0,0,30 to 39,30 to 39,,,7/1/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1048,,1,0,0,0,,1,Rural/County,.0020011694,1
LOW,20 to 29,0,0,0,.1,0,M,WWH,0,0,20 to 29,20 to 29,,,2/28/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1171,,1,0,0,0,,1,Rural/County,.002002879,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,WWH,0,0,40 to 49,40 to 49,,,7/31/14,16,16,,31,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,2114,,0,0,0,0,3,0,Rural/County,.0020056942,1
LOW,20 to 29,0,0,0,.1,0,M,WWH,0,0,20 to 29,20 to 29,,,8/11/16,8,8,,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1372,,0,0,0,0,1,1,Rural/County,.0020111725,1
VERY LOW,50 to 59,0,0,1,.1,1,M,BLK,0,0,50 to 59,50 to 59,,,9/2/16,31,,,31,,,,,,,,,0,,,60 or older,,,Y,,,,,,,,1350,,1,0,0,2,,0,Rural/County,.0020132593,1
LOW,less than 20,0,0,0,-.1,0,M,WWH,0,0,less than 20,less than 20,,,2/24/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1541,,1,0,0,0,,0,Rural/County,.0020145357,1
LOW,20 to 29,0,0,0,-.30000001,0,M,WHI,0,0,20 to 29,20 to 29,,,6/27/15,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1783,1,1,0,0,0,,1,Rural/County,.0020160913,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,WWH,0,0,30 to 39,30 to 39,,,5/24/15,31,,,31,,,,,,,,,0,1,5/24/15 2:32,40 to 49,,,Y,,,,,,,,1817,,1,0,0,0,,0,Rural/County,.0020162284,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,WWH,0,0,30 to 39,30 to 39,,,5/9/18,31,,IL,31,,,,,,,,,0,1,12/1/10 17:00,30 to 39,,,Y,,,,,,,,736,,1,0,0,0,,1,Rural/County,.0020164682,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,WHI,0,0,30 to 39,30 to 39,,,10/22/14,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,2031,,1,0,0,0,,0,Rural/County,.0020225032,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,WWH,0,0,30 to 39,30 to 39,,,8/18/14,18,18,,17,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,2096,,0,0,0,0,1,0,Chicago City,.0020255973,1
VERY LOW,30 to 39,0,0,0,-.2,0,M,BLK,0,0,30 to 39,30 to 39,,,7/5/13,31,,,31,,,,,,,,,0,2,2/5/16 11:58,40 to 49,,,Y,,,,,,,,2505,,1,0,0,0,,0,Rural/County,.0020268608,1
VERY LOW,30 to 39,0,0,1,-.1,1,F,BLK,1,0,30 to 39,30 to 39,,,4/27/16,31,,,31,1,4/27/16 11:01,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1478,1,1,0,0,2,,0,Rural/County,.002030063,1
VERY LOW,30 to 39,0,0,0,.1,0,F,BLK,0,0,30 to 39,30 to 39,,,7/16/16,7,7,,31,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1398,,0,0,0,0,2,1,Rural/County,.0020303212,1
LOW,less than 20,0,0,0,-.1,0,M,WHI,0,0,less than 20,less than 20,,,7/11/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1403,,1,0,0,0,,0,Rural/County,.0020312015,1
LOW,20 to 29,0,0,0,-.30000001,0,M,BLK,0,1,20 to 29,20 to 29,,,3/29/15,2,2,,31,,,1,3/29/15 0:05,,,,,1,,,20 to 29,,,Y,,,,,,,,1873,,0,0,0,0,1,1,Rural/County,.0020348672,1
LOW,less than 20,0,0,0,-.60000002,0,M,WWH,0,0,less than 20,less than 20,,,7/1/15,9,9,,20,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1779,,0,0,0,0,1,0,Chicago City,.0020377208,1
VERY LOW,40 to 49,0,0,0,.5,0,M,WWH,0,1,40 to 49,40 to 49,,,10/17/17,9,9,,9,,,1,2/3/16 22:34,,,,,1,,,40 to 49,,,Y,,,,,,,,940,,1,0,0,0,1,1,Chicago City,.0020385501,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,WHI,0,0,40 to 49,40 to 49,,,5/28/15,31,10,,10,,,,,,,,,0,1,12/13/09 13:00,40 to 49,,,Y,,,,,,,,1813,,0,0,0,0,,1,Chicago City,.0020389922,1
VERY LOW,30 to 39,0,0,0,-.60000002,0,M,BLK,0,0,30 to 39,30 to 39,,,5/8/15,5,5,,5,,,,,,,,,1,1,12/27/14 1:30,30 to 39,,,Y,,,,,,,,1833,,1,0,0,0,2,1,Chicago City,.0020401652,1
VERY LOW,30 to 39,0,0,0,.1,0,M,BLK,0,0,30 to 39,30 to 39,,,8/18/18,31,18,,31,,,,,,,,,0,1,8/18/18 2:14,30 to 39,,,Y,,,,,,,,635,,1,0,0,0,,1,Rural/County,.002040524,1
VERY LOW,20 to 29,0,0,0,-.30000001,0,M,WWH,0,0,20 to 29,20 to 29,,,8/31/14,17,17,,17,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,2083,,1,0,0,0,3,0,Chicago City,.0020430558,1
VERY LOW,30 to 39,0,0,0,.30000001,0,F,WWH,0,0,30 to 39,30 to 39,,,11/6/17,31,,,8,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,920,,0,0,0,0,,0,Chicago City,.0020449373,1
VERY LOW,50 to 59,0,0,0,.2,0,M,WHI,0,0,50 to 59,50 to 59,,,7/27/17,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,1022,1,1,0,0,0,,1,Rural/County,.0020470349,1
LOW,20 to 29,0,0,1,0,0,M,BLK,0,0,20 to 29,20 to 29,,,11/21/16,4,4,,4,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1270,,1,0,0,1,2,1,Chicago City,.0020501509,1
VERY LOW,30 to 39,0,0,0,-.69999999,0,F,WHI,0,1,30 to 39,30 to 39,,,10/6/18,31,8,,31,,,3,10/6/18 15:48,,,,,0,,,30 to 39,,,Y,,,,,,,,586,,1,0,0,0,,1,Rural/County,.0020530559,1
LOW,20 to 29,0,0,0,.1,0,M,BLK,0,0,20 to 29,20 to 29,,,6/27/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1052,,1,0,0,0,,1,Rural/County,.0020563644,1
VERY LOW,30 to 39,0,0,1,-.5,0,M,BLK,0,1,30 to 39,30 to 39,,,8/19/18,31,24,,24,,,2,6/19/13 20:26,CHICAGO,IL,60626,,0,1,8/22/12 7:00,30 to 39,,,Y,,,,,,,,634,,0,0,0,1,,1,Chicago City,.0020661925,1
LOW,20 to 29,0,0,0,.1,0,M,BLK,1,0,20 to 29,20 to 29,,,6/25/18,6,6,,9,1,6/30/09 22:50,,,CHICAGO,IL,60619,,1,2,6/25/18 1:08,30 to 39,,,Y,,,,,,,,689,,0,0,0,0,2,0,Chicago City,.0020725853,1
LOW,20 to 29,0,0,0,.1,0,M,WWH,0,0,20 to 29,20 to 29,,,3/19/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1152,1,1,0,0,0,,1,Rural/County,.0020783015,1
LOW,less than 20,0,0,0,.1,0,M,WWH,0,0,less than 20,less than 20,,,11/28/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1263,1,1,0,0,0,,0,Rural/County,.0020828776,1
