riskscore,pred_agelastarrest,pred_shootingvic_num,pred_assaultvic_num,pred_violetoffense_num,pred_crimacttrend_num,pred_uuwarrests_num,sex,race,weaponarrest_yn,drugarrest_yn,agegrp,ageto,stoporderno,paroleestatus_yn,lastarrest_date,distlastarrest,majoritydist,dlst,distlastresidence,weaponsarrest_num,lastweaparrest_date,narcoticssarrest_num,lastnarcarrest_date,cityresidence_idoc,stateresidence_idoc,zipresidence_idoc,idoccpddist,arrestbycpd_yn,domassaultarrest_num,lastdomassaultarrest_date,currentage,lastpartytoviolence_date,trapstatus,statusi,trapflags,cvrm_flags,latitude,longitude,censustract,commarea,location,dayslastarrest_num_et,notincookcounty_et,livewherearrested_et,shootingvictim_et,assaultvictim_et,predsumwotrend_et,lastarrestpolarea_id_et,agecatchange_et,urban_yn,random,insample
LOW,20 to 29,0,0,0,.40000001,0,F,WHI,0,0,20 to 29,20 to 29,,,2/11/18,2,2,IL,2,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,823,,1,0,0,0,1,1,Chicago City,1.5768452e-06,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,BLK,0,1,40 to 49,40 to 49,,,2/4/16,18,19,WI,12,,,2,9/25/13 21:30,CHICAGO,IL,60640,,1,,,40 to 49,,,Y,,,,,,,,1561,,0,0,0,0,1,1,Chicago City,1.7053860e-06,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,BLK,0,0,30 to 39,30 to 39,,,1/1/15,31,,,31,,,,,,,,,0,1,1/1/15 3:38,30 to 39,,,Y,,,,,,,,1960,,1,0,0,0,,1,Rural/County,.000010909487,1
VERY LOW,50 to 59,0,0,0,-.1,0,M,WWH,0,0,50 to 59,50 to 59,,,2/5/16,8,8,,8,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,1560,,1,0,0,0,1,1,Chicago City,.000012792911,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,WHI,0,0,40 to 49,40 to 49,,,11/12/14,31,16,IL,8,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,2010,,0,0,0,0,,0,Chicago City,.000015204041,1
VERY LOW,20 to 29,0,0,0,-.40000001,0,M,BLK,0,0,20 to 29,20 to 29,,,7/27/15,2,2,,2,,,,,,,,,1,1,1/13/15 21:30,30 to 39,,,Y,,,,,,,,1753,,1,0,0,0,1,0,Chicago City,.000017258504,1
VERY LOW,30 to 39,0,0,0,.30000001,0,M,WWH,0,0,30 to 39,30 to 39,,,10/8/17,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,949,,1,0,0,0,,0,Rural/County,.000029117569,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,F,WHI,0,0,40 to 49,40 to 49,,,9/2/14,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,2081,1,1,0,0,0,,0,Rural/County,.000030385336,1
LOW,20 to 29,0,0,0,.69999999,0,F,BLK,0,0,20 to 29,20 to 29,,,1/17/18,31,6,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,848,,1,0,0,0,,1,Rural/County,.00003227016,1
MODERATE,less than 20,0,0,3,1.3,0,M,BLK,0,0,less than 20,less than 20,,,11/15/17,15,10,IL,15,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,911,,1,0,0,3,3,0,Chicago City,.000039199691,1
VERY LOW,40 to 49,0,0,0,.1,0,M,WHI,0,0,40 to 49,40 to 49,,,12/8/16,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1253,,1,0,0,0,,1,Rural/County,.000042122938,1
LOW,20 to 29,0,0,0,.1,0,M,BLK,0,0,20 to 29,20 to 29,,,5/28/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1082,,1,0,0,0,,1,Rural/County,.000042840784,1
VERY LOW,60 or older,0,0,0,.2,0,M,WHI,0,1,60 or older,60 or older,,,9/6/17,31,,,31,,,1,1/18/16 20:43,,,,,0,,,60 or older,,,Y,,,,,,,,981,,1,0,0,0,,1,Rural/County,.000051421164,1
VERY LOW,40 to 49,0,0,0,0,0,M,BLK,0,1,40 to 49,40 to 49,,,8/5/16,3,3,IL,9,,,2,8/5/16 18:09,CHICAGO,IL,60609,,1,,,40 to 49,,,Y,,,,,,,,1378,,0,0,0,0,1,1,Chicago City,.000053196614,1
VERY LOW,20 to 29,0,0,0,.1,0,F,WWH,0,0,20 to 29,20 to 29,,,5/10/17,31,,,9,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1100,,0,0,0,0,,0,Chicago City,.000055061126,1
VERY LOW,50 to 59,0,0,0,-.2,0,M,BLK,0,1,50 to 59,50 to 59,,,2/12/16,11,11,,31,,,2,2/12/16 8:10,CHICAGO,IL,60628,5,1,,,60 or older,,,Y,,,,,,,,1553,,0,0,0,0,3,0,Rural/County,.000055445606,1
LOW,20 to 29,0,0,0,-.1,0,M,BLK,0,0,20 to 29,20 to 29,,,7/17/15,16,16,,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1763,,0,0,0,0,3,1,Rural/County,.000057495607,1
LOW,20 to 29,0,0,1,.1,0,M,BLK,0,0,20 to 29,20 to 29,,,12/20/16,31,3,,7,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1241,,0,0,0,1,,1,Chicago City,.000059083224,1
VERY LOW,20 to 29,0,0,0,-.30000001,0,M,WWH,0,0,20 to 29,20 to 29,,,3/22/15,19,19,,31,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1880,,0,0,0,0,3,0,Rural/County,.000063575477,1
VERY LOW,30 to 39,0,0,0,.1,0,M,I,0,1,30 to 39,30 to 39,,,7/17/16,7,6,,6,,,1,12/18/11 17:02,CHICAGO,IL,606200031,,1,,,30 to 39,,,Y,,,,,,,,1397,,0,0,0,0,2,1,Chicago City,.000065282242,1
LOW,20 to 29,0,0,0,.1,0,M,WWH,0,0,20 to 29,20 to 29,,,9/13/16,19,19,,24,,,,,,,,,1,1,9/13/16 12:59,20 to 29,,,Y,,,,,,,,1339,,0,0,0,0,3,1,Chicago City,.000066336594,1
LOW,20 to 29,0,0,0,-.30000001,0,M,WWH,0,0,20 to 29,20 to 29,,,7/7/15,31,8,,31,,,,,BRIDGEVIEW,IL,60455,,0,,,20 to 29,,,Y,,,,,,,,1773,1,1,0,0,0,,1,Rural/County,.000067847417,1
LOW,20 to 29,0,0,0,-.1,0,M,WWH,0,0,20 to 29,20 to 29,,,12/3/15,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1624,,1,0,0,0,,1,Rural/County,.000069059883,1
LOW,less than 20,0,0,0,-.1,0,M,WWH,0,0,less than 20,less than 20,,,4/3/16,14,14,,25,,,,,,,,,1,,,less than 20,,,Y,,,,,,,,1502,,0,0,0,0,3,1,Chicago City,.00007035218,1
LOW,20 to 29,0,0,0,-.1,0,M,BLK,0,0,20 to 29,20 to 29,,,11/28/15,11,11,IL,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1629,,0,0,0,0,3,1,Rural/County,.000072817675,1
LOW,20 to 29,0,0,0,-.1,0,F,BLK,0,1,20 to 29,20 to 29,,1,9/25/15,11,15,,15,,,2,7/12/13 18:45,CHICAGO,IL,60644,,0,,,20 to 29,,,Y,,,,,,,,1693,,0,0,0,0,3,1,Chicago City,.000075155476,1
VERY LOW,30 to 39,0,0,0,.1,0,M,BLK,0,0,30 to 39,30 to 39,,,6/2/17,7,7,,9,,,,,CHICAGO,IL,60609,,1,,,40 to 49,,,Y,,,,,,,,1077,,0,0,0,0,2,0,Chicago City,.000078907251,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,WWH,0,0,30 to 39,30 to 39,,,9/8/14,14,14,,14,,,,,,,,,1,1,9/8/14 2:43,40 to 49,,,Y,,,,,,,,2075,,1,0,0,0,3,0,Chicago City,.000078934463,1
VERY LOW,20 to 29,0,0,0,-.1,0,M,WWH,0,0,20 to 29,20 to 29,,,6/26/16,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1418,,1,0,0,0,,0,Rural/County,.000079552119,1
LOW,20 to 29,0,0,0,0,0,M,WHI,0,0,20 to 29,20 to 29,,,7/21/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1393,,1,0,0,0,,1,Rural/County,.000083752406,1
VERY LOW,50 to 59,0,0,0,-.1,0,F,BLK,0,0,50 to 59,50 to 59,,,7/30/18,25,25,IL,25,,,,,,,,,1,3,7/30/18 0:33,50 to 59,,,Y,,,,,,,,654,,1,0,0,0,3,1,Chicago City,.000092320028,1
VERY LOW,20 to 29,0,0,0,-.30000001,0,F,WWH,0,0,20 to 29,20 to 29,,,9/2/14,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,2081,1,1,0,0,0,,0,Rural/County,.000094874398,1
MODERATE,less than 20,0,0,0,1.5,0,M,WWH,0,0,less than 20,less than 20,,,10/6/17,31,,,31,,,,,,,,,0,2,10/17/17 15:56,less than 20,,,Y,,,,,,,,951,,1,0,0,0,,1,Rural/County,.000098562188,1
VERY LOW,30 to 39,0,0,0,.30000001,0,F,WWH,0,0,30 to 39,30 to 39,,,12/25/17,7,7,,31,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,871,,0,0,0,0,2,1,Rural/County,.0001068011,1
MODERATE,20 to 29,1,1,0,.30000001,0,M,BLK,1,0,20 to 29,20 to 29,,,2/11/18,7,7,,7,2,2/11/18 19:51,,,CHICAGO,IL,60621,,1,,,20 to 29,12/1/18 15:43,3,Y,,,,,,,,823,,1,1,1,2,2,1,Chicago City,.00010757459,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,F,WWH,0,0,30 to 39,30 to 39,,,9/27/14,31,,,25,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,2056,,0,0,0,0,,1,Chicago City,.00011142546,1
LOW,20 to 29,0,0,0,.30000001,0,F,BLK,0,0,20 to 29,20 to 29,,,10/9/17,8,8,,8,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,948,,1,0,0,0,1,1,Chicago City,.00011167521,1
VERY LOW,50 to 59,0,0,0,.1,0,M,WWH,0,0,50 to 59,50 to 59,,,9/29/16,25,25,,25,,,,,,,,,1,,,60 or older,,,Y,,,,,,,,1323,,1,0,0,0,3,0,Chicago City,.00011402102,1
LOW,less than 20,0,0,2,.1,0,M,BLK,0,0,less than 20,less than 20,,,8/20/16,5,22,,5,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1363,,1,0,0,2,2,0,Chicago City,.00011632598,1
VERY LOW,40 to 49,0,0,1,.1,0,M,WHI,0,0,40 to 49,40 to 49,,,3/21/17,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1150,,1,0,0,1,,1,Rural/County,.00011819022,1
VERY LOW,20 to 29,0,0,0,.2,0,F,WWH,0,0,20 to 29,20 to 29,,,9/6/16,31,16,,31,,,,,,,,,0,2,9/6/16 0:44,30 to 39,,,Y,,,,,,,,1346,,1,0,0,0,,0,Rural/County,.00011909105,1
VERY LOW,40 to 49,0,0,0,.1,0,M,WHI,1,0,40 to 49,40 to 49,,,11/11/16,31,25,,31,1,9/7/12 5:18,,,CHICAGO,IL,60639,,0,1,11/11/16 22:14,40 to 49,,,Y,,,,,,,,1280,,1,0,0,0,,1,Rural/County,.00012137654,1
VERY LOW,30 to 39,0,0,0,.2,0,F,WHI,0,1,30 to 39,30 to 39,,,9/28/17,8,8,IL,9,,,1,9/28/17 2:03,,,,,1,,,30 to 39,,,Y,,,,,,,,959,,0,0,0,0,1,1,Chicago City,.00012382177,1
VERY LOW,30 to 39,0,0,0,-.30000001,0,M,WWH,0,0,30 to 39,30 to 39,,,6/1/15,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1809,,1,0,0,0,,1,Rural/County,.00012449014,1
LOW,less than 20,0,0,0,-.30000001,0,F,BLK,0,0,less than 20,less than 20,,,4/28/15,7,7,,7,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1843,,1,0,0,0,2,0,Chicago City,.00012642879,1
LOW,20 to 29,0,0,0,.1,0,F,WWH,0,0,20 to 29,20 to 29,,,7/7/17,31,,,8,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1042,,0,0,0,0,,1,Chicago City,.00013047554,1
LOW,20 to 29,0,0,0,.1,0,M,BLK,0,0,20 to 29,20 to 29,,,7/16/16,12,12,IL,31,,,,,EVANSTON       ,IL,60201,,1,,,20 to 29,,,Y,,,,,,,,1398,,0,0,0,0,1,1,Rural/County,.00013474435,1
LOW,less than 20,0,0,0,.40000001,0,M,BLK,0,0,less than 20,less than 20,,,9/16/16,8,8,,6,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1336,,0,0,0,0,1,0,Chicago City,.00014399226,1
VERY LOW,20 to 29,0,0,0,.1,0,M,BLK,0,0,20 to 29,20 to 29,,,2/7/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1192,1,1,0,0,0,,0,Rural/County,.00014886822,1
LOW,20 to 29,0,0,0,-.30000001,0,M,BLK,1,0,20 to 29,20 to 29,,,7/30/18,31,7,,22,1,7/30/18 2:24,,,,,,,0,1,7/22/09 23:55,20 to 29,,,Y,,,,,,,,654,,0,0,0,0,,1,Chicago City,.00015000589,1
VERY LOW,50 to 59,0,0,0,-.1,0,M,WHI,0,0,50 to 59,50 to 59,,,8/25/15,31,,,31,,,,,,,,,0,,,50 to 59,,,Y,,,,,,,,1724,1,1,0,0,0,,1,Rural/County,.00015076564,1
LOW,20 to 29,0,0,0,-.89999998,0,M,BLK,0,0,20 to 29,20 to 29,,,12/14/18,4,4,IL,4,,,,,,,,,1,3,8/5/18 22:45,20 to 29,,,Y,,,,,,,,517,,1,0,0,0,2,1,Chicago City,.00015123218,1
LOW,20 to 29,0,0,0,.1,0,M,WHI,0,0,20 to 29,20 to 29,,,4/27/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1113,,1,0,0,0,,1,Rural/County,.00015173334,1
LOW,less than 20,0,0,1,-.1,0,F,WWH,0,0,less than 20,less than 20,,,6/5/16,10,10,,8,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1439,,0,0,0,1,1,0,Chicago City,.00015416766,1
LOW,20 to 29,0,0,0,-.1,0,F,WHI,0,0,20 to 29,20 to 29,,,12/11/15,10,10,,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1616,,0,0,0,0,1,1,Rural/County,.00016081429,1
LOW,20 to 29,0,0,0,-.30000001,0,M,U,0,0,20 to 29,20 to 29,,,8/31/14,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,2083,,1,0,0,0,,1,Rural/County,.00016181602,1
VERY HIGH,20 to 29,1,1,0,0,0,M,BLK,0,1,20 to 29,20 to 29,299986424,,6/8/18,15,15,IL,15,,,1,6/8/18 13:43,CHICAGO        ,IL,60608,,1,,,20 to 29,1/14/15 13:21,3,Y,,,,,,,,706,,1,1,1,2,3,1,Chicago City,.00016457452,1
VERY LOW,30 to 39,0,0,0,.1,0,M,WHI,0,0,30 to 39,30 to 39,,,6/16/17,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,1063,,1,0,0,0,,0,Rural/County,.0001653785,1
LOW,20 to 29,0,0,0,.30000001,0,F,BLK,0,0,20 to 29,20 to 29,,,11/30/17,31,,,15,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,896,,0,0,0,0,,1,Chicago City,.00016872173,1
LOW,20 to 29,0,0,0,-1.2,0,M,BLK,0,1,20 to 29,20 to 29,,,7/11/15,11,11,,10,,,6,9/3/14 18:23,,,,,1,,,20 to 29,,,Y,,,,,,,,1769,,0,0,0,0,3,1,Chicago City,.00018005502,1
LOW,20 to 29,0,0,1,.30000001,0,M,BLK,0,1,20 to 29,20 to 29,,,11/29/18,22,3,,4,,,2,11/29/18 1:00,,,,,1,1,5/1/18 14:53,20 to 29,,,Y,,,,,,,,532,,0,0,0,1,2,1,Chicago City,.00018939502,1
VERY LOW,50 to 59,0,0,0,-.30000001,0,M,WWH,0,0,50 to 59,50 to 59,,,6/26/15,25,25,,31,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,1784,,0,0,0,0,3,1,Rural/County,.00019260445,1
LOW,20 to 29,0,0,0,-.60000002,0,M,BLK,0,0,20 to 29,20 to 29,,,8/17/17,22,22,,22,,,,,,,,,1,2,8/17/17 16:13,20 to 29,8/13/13 12:17,,Y,,,,,,,,1001,,1,0,0,0,2,1,Chicago City,.00019268821,1
LOW,20 to 29,0,1,1,-.40000001,0,M,BLK,0,1,20 to 29,20 to 29,,,8/2/17,31,11,IL,31,,,3,3/3/16 13:47,CHICAGO,IL,60608,,1,1,6/18/16 14:03,30 to 39,,,Y,,,,,,,,1016,,1,0,1,2,,0,Rural/County,.00019424041,1
VERY LOW,50 to 59,0,0,0,.2,0,M,BLK,0,0,50 to 59,50 to 59,,1,10/2/17,22,6,,22,,,,,CHICAGO,IL,60621,,1,1,5/28/12 8:30,60 or older,,,Y,,,,,,,,955,,1,0,0,0,2,0,Chicago City,.00019481724,1
VERY LOW,30 to 39,0,0,0,.1,0,F,BLK,0,0,30 to 39,30 to 39,,,3/25/17,10,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1146,,0,0,0,0,1,1,Rural/County,.00019721786,1
VERY LOW,60 or older,0,0,0,0,0,M,BLK,0,1,60 or older,60 or older,,,8/24/16,3,3,,3,,,1,8/3/13 21:40,CHICAGO,IL,60649,3,1,1,8/24/16 1:57,60 or older,,,Y,,,,,,,,1359,,1,0,0,0,1,1,Chicago City,.00019875212,1
VERY LOW,40 to 49,0,0,0,.30000001,0,F,BLK,0,1,40 to 49,40 to 49,,,9/29/17,3,5,IL,5,,,1,7/19/11 14:20,,,,,1,,,40 to 49,,,Y,,,,,,,,958,,0,0,0,0,1,1,Chicago City,.0002013156,1
VERY LOW,40 to 49,0,0,0,-.5,0,M,BLK,0,0,40 to 49,40 to 49,,,3/25/17,7,7,,5,,,,,CHICAGO,IL,60636,,1,,,40 to 49,,,Y,,,,,,,,1146,,0,0,0,0,2,1,Chicago City,.00022006655,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,WWH,0,0,30 to 39,30 to 39,,,5/20/16,31,16,,16,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1455,,0,0,0,0,,1,Chicago City,.00022080886,1
LOW,20 to 29,0,0,0,.1,0,M,API,0,0,20 to 29,20 to 29,,,3/11/17,19,19,,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1160,,0,0,0,0,3,1,Rural/County,.00022178797,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,WHI,0,0,30 to 39,30 to 39,,,3/15/16,31,,,14,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1521,,0,0,0,0,,1,Chicago City,.00022667767,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,WHI,0,0,40 to 49,40 to 49,,,4/26/16,25,25,,25,,,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1479,,1,0,0,0,3,1,Chicago City,.00022698501,1
VERY LOW,50 to 59,0,0,0,-.1,0,M,WHI,0,0,50 to 59,50 to 59,,,9/7/15,16,16,IL,16,,,,,,,,,1,,,60 or older,,,Y,,,,,,,,1711,,1,0,0,0,3,0,Chicago City,.00022759713,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,BLK,1,0,30 to 39,30 to 39,,,2/17/16,25,8,,7,1,4/27/12 11:12,,,,,,,1,,,40 to 49,,,Y,,,,,,,,1548,,0,0,0,0,3,0,Chicago City,.00023082049,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,M,BLK,0,1,40 to 49,40 to 49,,,11/1/14,25,12,IL,6,,,1,9/5/09 2:29,OSWEGO,IL,60543,,1,,,50 to 59,,,Y,,,,,,,,2021,,0,0,0,0,3,0,Chicago City,.00023175176,1
VERY LOW,20 to 29,0,0,0,-.40000001,0,M,WHI,0,0,20 to 29,20 to 29,,,9/22/15,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1696,1,1,0,0,0,,0,Rural/County,.00023649777,1
VERY LOW,30 to 39,0,0,0,.60000002,0,M,WHI,0,0,30 to 39,30 to 39,,,8/24/18,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,629,1,1,0,0,0,,1,Rural/County,.00023908456,1
LOW,20 to 29,0,0,0,-.30000001,0,M,WWH,0,0,20 to 29,20 to 29,,,4/11/15,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1860,,1,0,0,0,,1,Rural/County,.00024597126,1
LOW,20 to 29,0,0,0,.2,0,M,BLK,0,0,20 to 29,20 to 29,,,3/12/17,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1159,1,1,0,0,0,,0,Rural/County,.00024973738,1
LOW,20 to 29,0,0,0,-.1,0,M,WHI,0,0,20 to 29,20 to 29,,,5/1/16,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,1474,1,1,0,0,0,,1,Rural/County,.00025134702,1
VERY LOW,30 to 39,0,0,0,-.5,0,M,BLK,0,0,30 to 39,30 to 39,,,1/22/17,5,8,,5,,,,,CHICAGO,IL,60629,8,1,,,40 to 49,,,Y,,,,,,,,1208,,1,0,0,0,2,0,Chicago City,.00025304509,1
LOW,20 to 29,0,0,0,.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,10/27/17,31,,,31,,,,,,,,,0,,,20 to 29,,,Y,,,,,,,,930,1,1,0,0,0,,1,Rural/County,.0002659467,1
LOW,20 to 29,0,0,2,-.2,2,M,BLK,1,1,20 to 29,20 to 29,,,9/23/17,31,6,,6,2,6/19/17 23:30,1,10/22/14 19:29,,,,,0,,,20 to 29,,,Y,,,,,,,,964,,0,0,0,4,,1,Chicago City,.00026696239,1
VERY LOW,30 to 39,0,0,0,.89999998,0,M,WHI,0,1,30 to 39,30 to 39,,,9/17/18,19,19,,19,,,1,2/5/10 19:10,,,,,1,7,9/17/18 1:17,30 to 39,,,Y,,,,,,,,605,,1,0,0,0,3,1,Chicago City,.00026890863,1
LOW,less than 20,0,0,0,.1,0,F,WHI,0,0,less than 20,less than 20,,,5/1/17,31,,,31,,,,,,,,,0,,,less than 20,,,Y,,,,,,,,1109,1,1,0,0,0,,1,Rural/County,.00027294509,1
VERY LOW,30 to 39,0,0,1,-.1,0,M,WHI,0,0,30 to 39,30 to 39,,,9/6/17,31,,,31,,,,,,,,,0,,,40 to 49,,,Y,,,,,,,,981,1,1,0,0,1,,0,Rural/County,.00027970722,1
VERY LOW,20 to 29,0,0,0,-.30000001,0,M,BLK,0,0,20 to 29,20 to 29,,,4/21/15,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1850,1,1,0,0,0,,0,Rural/County,.00028528375,1
VERY LOW,30 to 39,0,0,0,.80000001,0,F,WWH,0,0,30 to 39,30 to 39,,,8/10/17,17,17,,17,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1008,,1,0,0,0,3,1,Chicago City,.0002910984,1
VERY LOW,30 to 39,0,0,0,-.40000001,0,F,WWH,0,0,30 to 39,30 to 39,,,10/9/15,11,11,,11,,,,,,,,,1,,,30 to 39,,,Y,,,,,,,,1679,,1,0,0,0,3,1,Chicago City,.00029222513,1
VERY LOW,30 to 39,0,0,1,.1,0,M,WHI,0,0,30 to 39,30 to 39,,,10/8/16,31,,,9,,,,,CHICAGO        ,IL,60608,,0,,,30 to 39,,,Y,,,,,,,,1314,,0,0,0,1,,1,Chicago City,.0002922987,1
VERY LOW,30 to 39,0,0,0,.1,0,M,BLK,0,0,30 to 39,30 to 39,,,9/17/16,5,5,,12,,,,,,,,,1,1,8/3/13 19:25,40 to 49,,,Y,,,,,,,,1335,,0,0,0,0,2,0,Chicago City,.00030095383,1
VERY LOW,30 to 39,0,0,0,0,0,M,WHI,0,1,30 to 39,30 to 39,,,7/18/16,12,12,,31,,,1,7/18/16 20:14,,,,,1,,,30 to 39,,,Y,,,,,,,,1396,,0,0,0,0,1,1,Rural/County,.00030541793,1
LOW,20 to 29,0,0,0,.2,0,F,BLK,0,0,20 to 29,20 to 29,,,2/9/16,3,3,IL,6,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1556,,0,0,0,0,1,1,Chicago City,.00030562864,1
VERY LOW,30 to 39,0,0,0,.2,0,M,WWH,0,0,30 to 39,30 to 39,,,1/4/18,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,861,1,1,0,0,0,,1,Rural/County,.0003090091,1
LOW,20 to 29,0,0,2,.60000002,0,M,BLK,0,0,20 to 29,20 to 29,,,3/16/18,19,19,,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,790,,0,0,0,2,3,1,Rural/County,.00030978848,1
VERY LOW,20 to 29,0,0,0,-.60000002,0,M,BLK,0,1,20 to 29,20 to 29,,,3/19/15,11,11,IL,14,,,1,4/22/10 0:00,,,,,1,,,30 to 39,,,Y,,,,,,,,1883,,0,0,0,0,3,0,Chicago City,.00031412853,1
VERY LOW,50 to 59,0,0,0,-.2,0,M,WHI,0,0,50 to 59,50 to 59,,,5/15/16,1,,,31,,,,,,,,,0,1,12/3/15 23:54,50 to 59,,,Y,,,,,,,,1460,,0,0,0,0,1,1,Rural/County,.00031989682,1
VERY LOW,40 to 49,0,0,0,-.30000001,0,F,WHI,0,0,40 to 49,40 to 49,,,9/11/14,18,18,,17,,,,,,,,,1,,,50 to 59,,,Y,,,,,,,,2072,,0,0,0,0,1,0,Chicago City,.00032011009,1
VERY LOW,40 to 49,0,0,0,-.1,0,M,WHI,0,1,40 to 49,40 to 49,,,9/23/15,25,25,IL,25,,,1,8/10/11 20:30,CHICAGO        ,IL,60647,,1,,,40 to 49,,,Y,,,,,,,,1695,,1,0,0,0,3,1,Chicago City,.00032392147,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,BLK,0,0,30 to 39,30 to 39,,,12/14/15,14,14,,14,,,,,CHICAGO,IL,60618,17,1,2,12/14/15 10:39,30 to 39,,,Y,,,,,,,,1613,,1,0,0,0,3,1,Chicago City,.000324583,1
VERY LOW,30 to 39,0,0,0,.1,0,F,WHI,0,0,30 to 39,30 to 39,,,8/9/16,31,,,11,,,,,,,,,0,1,8/9/16 10:43,30 to 39,,,Y,,,,,,,,1374,,0,0,0,0,,1,Chicago City,.00032504476,1
LOW,20 to 29,0,0,0,.2,0,M,WHI,0,0,20 to 29,20 to 29,,,3/16/17,22,22,NY,31,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1155,,0,0,0,0,2,1,Rural/County,.00032610298,1
VERY LOW,30 to 39,0,0,0,-.1,0,M,WHI,0,0,30 to 39,30 to 39,,,11/25/15,31,,,31,,,,,,,,,0,,,30 to 39,,,Y,,,,,,,,1632,,1,0,0,0,,1,Rural/County,.00032655918,1
LOW,20 to 29,0,0,0,-1.1,0,M,BLK,0,0,20 to 29,20 to 29,,,3/2/18,25,14,,16,,,,,,,,,1,1,6/24/17 6:40,20 to 29,,,Y,,,,,,,,804,,0,0,0,0,3,1,Chicago City,.00032661413,1
LOW,20 to 29,0,0,0,-.30000001,0,F,BLK,0,0,20 to 29,20 to 29,,,4/15/15,5,5,,6,,,,,,,,,1,,,20 to 29,,,Y,,,,,,,,1856,,0,0,0,0,2,1,Chicago City,.00033639694,1
LOW,20 to 29,0,0,4,-1.3,2,M,WWH,1,1,20 to 29,20 to 29,,,6/14/15,31,,,31,3,7/22/14 10:20,1,3/1/14 3:29,,,,,0,,,20 to 29,,,Y,,,,,,,,1796,,1,0,0,6,,1,Rural/County,.00033687882,1
